Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Nature,Reporting Type,Type of product,Units,2005,2010,2015,2016,2017,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",31,Azerbaijan,C,G,TEX,PERCENT,15.65,5.38,13.75,14.54,14.07,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",44,Bahamas,C,G,AGR,PERCENT,18.47,14.66,15.89,13.69,14.89,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",44,Bahamas,C,G,ALP,PERCENT,22.43,20.76,19.55,19.16,19.13,18.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",44,Bahamas,C,G,ARM,PERCENT,88.66,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",44,Bahamas,C,G,CLO,PERCENT,23.55,32.95,21.08,19.70,19.53,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",44,Bahamas,C,G,IND,PERCENT,23.20,21.77,20.03,20.20,19.98,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",44,Bahamas,C,G,OIL,PERCENT,25.00,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",44,Bahamas,C,G,TEX,PERCENT,26.53,32.32,32.47,32.19,31.28,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",48,Bahrain,C,G,AGR,PERCENT,20.07,15.39,13.34,13.35,17.55,37.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",48,Bahrain,C,G,ALP,PERCENT,6.80,5.94,5.53,5.62,5.94,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",48,Bahrain,C,G,ARM,PERCENT,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",48,Bahrain,C,G,CLO,PERCENT,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",48,Bahrain,C,G,IND,PERCENT,4.89,4.62,4.10,4.12,4.12,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",48,Bahrain,C,G,OIL,PERCENT,,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",48,Bahrain,C,G,TEX,PERCENT,4.98,4.97,4.94,4.96,4.93,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",50,Bangladesh,C,G,AGR,PERCENT,5.71,5.21,7.22,,2.86,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",50,Bangladesh,C,G,ALP,PERCENT,9.62,9.96,13.23,,9.35,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",50,Bangladesh,C,G,ARM,PERCENT,15.08,12.52,20.88,,21.83,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",50,Bangladesh,C,G,CLO,PERCENT,24.98,24.95,24.86,,25.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",50,Bangladesh,C,G,IND,PERCENT,9.36,9.14,12.03,,8.02,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",50,Bangladesh,C,G,OIL,PERCENT,6.00,5.00,,,5.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",50,Bangladesh,C,G,TEX,PERCENT,19.50,19.71,21.27,,20.49,20.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",52,Barbados,C,G,AGR,PERCENT,39.92,34.26,33.62,33.39,33.85,33.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",52,Barbados,C,G,ALP,PERCENT,15.83,67.10,50.26,54.08,46.19,46.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",52,Barbados,C,G,ARM,PERCENT,48.00,26.55,38.56,35.95,51.97,51.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",52,Barbados,C,G,CLO,PERCENT,19.98,29.23,29.40,29.88,29.69,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",52,Barbados,C,G,IND,PERCENT,11.61,76.62,55.84,60.75,50.54,50.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",52,Barbados,C,G,OIL,PERCENT,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",52,Barbados,C,G,TEX,PERCENT,13.00,14.54,14.65,14.61,15.00,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",112,Belarus,C,G,AGR,PERCENT,29.47,13.06,6.77,5.90,6.04,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",112,Belarus,C,G,ALP,PERCENT,13.53,3.82,3.89,1.80,2.48,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",112,Belarus,C,G,CLO,PERCENT,24.28,8.27,5.88,3.89,5.74,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",112,Belarus,C,G,IND,PERCENT,12.58,3.55,3.46,1.53,2.25,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",112,Belarus,C,G,OIL,PERCENT,10.00,0.85,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",112,Belarus,C,G,TEX,PERCENT,15.66,6.57,4.70,3.15,5.17,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",84,Belize,C,G,AGR,PERCENT,29.55,30.09,186.22,78.90,74.95,271.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",84,Belize,C,G,ALP,PERCENT,13.05,15.56,52.63,27.60,26.60,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",84,Belize,C,G,ARM,PERCENT,35.37,29.52,36.50,34.43,33.59,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",84,Belize,C,G,CLO,PERCENT,19.99,19.95,19.89,19.89,19.90,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",84,Belize,C,G,IND,PERCENT,9.75,11.59,11.48,11.39,11.41,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",84,Belize,C,G,TEX,PERCENT,13.03,12.47,17.76,17.82,17.48,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",204,Benin,C,G,AGR,PERCENT,14.64,15.29,19.32,15.73,16.06,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",204,Benin,C,G,ALP,PERCENT,12.49,12.66,14.07,13.20,13.29,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",204,Benin,C,G,ARM,PERCENT,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",204,Benin,C,G,CLO,PERCENT,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",204,Benin,C,G,IND,PERCENT,10.55,10.46,10.25,10.51,9.74,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",204,Benin,C,G,OIL,PERCENT,,,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",204,Benin,C,G,TEX,PERCENT,19.73,19.07,26.42,25.58,25.84,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",60,Bermuda,C,G,AGR,PERCENT,27.48,22.38,24.03,28.07,30.32,40.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",60,Bermuda,C,G,ALP,PERCENT,29.58,30.89,20.00,21.84,23.65,26.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",60,Bermuda,C,G,ARM,PERCENT,22.96,22.25,22.25,22.25,25.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",60,Bermuda,C,G,CLO,PERCENT,6.50,6.50,6.50,6.50,6.50,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",60,Bermuda,C,G,IND,PERCENT,28.52,31.25,19.33,20.71,22.22,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",60,Bermuda,C,G,OIL,PERCENT,123.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",60,Bermuda,C,G,TEX,PERCENT,19.46,19.80,20.27,20.35,22.78,19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",64,Bhutan,C,G,AGR,PERCENT,48.82,47.93,41.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",64,Bhutan,C,G,ALP,PERCENT,19.73,19.51,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",64,Bhutan,C,G,ARM,PERCENT,,50.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",64,Bhutan,C,G,CLO,PERCENT,30.00,30.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",64,Bhutan,C,G,IND,PERCENT,15.94,15.60,19.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",64,Bhutan,C,G,OIL,PERCENT,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",64,Bhutan,C,G,TEX,PERCENT,15.38,26.92,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",68,Bolivia (Plurinational State of),C,G,AGR,PERCENT,10.93,11.32,11.79,11.40,13.74,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",68,Bolivia (Plurinational State of),C,G,ALP,PERCENT,8.91,8.90,8.83,8.56,8.82,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",68,Bolivia (Plurinational State of),C,G,ARM,PERCENT,11.77,19.80,16.26,15.28,16.30,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",68,Bolivia (Plurinational State of),C,G,CLO,PERCENT,16.82,34.65,40.00,40.00,40.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",68,Bolivia (Plurinational State of),C,G,IND,PERCENT,8.53,8.45,8.23,7.90,8.02,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",68,Bolivia (Plurinational State of),C,G,OIL,PERCENT,10.00,,10.00,10.00,10.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",68,Bolivia (Plurinational State of),C,G,TEX,PERCENT,10.98,13.36,16.63,16.66,15.95,15.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",70,Bosnia and Herzegovina,C,G,AGR,PERCENT,15.79,16.30,15.82,14.04,15.00,15.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",70,Bosnia and Herzegovina,C,G,ALP,PERCENT,7.91,7.54,7.89,7.48,7.75,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",70,Bosnia and Herzegovina,C,G,ARM,PERCENT,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",70,Bosnia and Herzegovina,C,G,CLO,PERCENT,15.00,15.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",70,Bosnia and Herzegovina,C,G,IND,PERCENT,6.06,5.61,5.96,5.69,6.03,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",70,Bosnia and Herzegovina,C,G,OIL,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",70,Bosnia and Herzegovina,C,G,TEX,PERCENT,10.20,9.50,9.23,10.29,9.25,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",72,Botswana,C,G,AGR,PERCENT,12.80,0.77,0.55,0.86,0.85,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",72,Botswana,C,G,ALP,PERCENT,9.00,0.93,0.57,0.58,0.64,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",72,Botswana,C,G,ARM,PERCENT,11.60,13.97,13.75,7.24,5.19,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",72,Botswana,C,G,CLO,PERCENT,39.65,5.47,3.55,2.41,1.91,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",72,Botswana,C,G,IND,PERCENT,7.19,0.76,0.47,0.49,0.57,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",72,Botswana,C,G,OIL,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",72,Botswana,C,G,TEX,PERCENT,19.53,2.01,3.35,2.88,1.73,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",76,Brazil,C,G,AGR,PERCENT,11.72,12.51,12.89,12.70,12.35,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",76,Brazil,C,G,ALP,PERCENT,8.84,10.49,10.54,10.45,10.28,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",76,Brazil,C,G,ARM,PERCENT,19.80,12.48,8.19,18.38,11.36,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",76,Brazil,C,G,CLO,PERCENT,20.00,35.00,35.00,35.00,35.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",76,Brazil,C,G,IND,PERCENT,9.61,10.62,10.22,10.09,9.70,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",76,Brazil,C,G,OIL,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",76,Brazil,C,G,TEX,PERCENT,16.14,21.28,22.28,22.62,22.00,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",96,Brunei Darussalam,C,G,AGR,PERCENT,17.23,11.42,0.08,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",96,Brunei Darussalam,C,G,ALP,PERCENT,7.23,6.48,1.11,1.19,0.24,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",96,Brunei Darussalam,C,G,ARM,PERCENT,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",96,Brunei Darussalam,C,G,CLO,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",96,Brunei Darussalam,C,G,IND,PERCENT,5.70,5.72,1.31,1.42,0.27,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",96,Brunei Darussalam,C,G,OIL,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",96,Brunei Darussalam,C,G,TEX,PERCENT,0.32,1.44,1.44,1.47,0.86,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",854,Burkina Faso,C,G,AGR,PERCENT,14.67,14.57,15.22,16.56,15.00,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",854,Burkina Faso,C,G,ALP,PERCENT,11.21,10.55,10.16,10.86,9.52,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",854,Burkina Faso,C,G,ARM,PERCENT,14.54,19.99,19.62,19.98,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",854,Burkina Faso,C,G,CLO,PERCENT,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
